samples	genome	regions.CG	regions.C	regions.G	regions.relH	regions.GoGe	genome.C	genome.G	genome.CG	genome.relH	genome.GoGe	enrichment.score.relH	enrichment.score.GoGe	numberReadsCG	numberReadsWOCG	count0	count1	count10	count50	count100	maxEstCorReads	maxEstCor	maxTruCorReads	maxTruCor	LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE	ACCUMULATION_LEVEL	WINDOW_SIZE	TOTAL_CLUSTERS	ALIGNED_READS	AT_DROPOUT	GC_DROPOUT	GC_NC_0_19	GC_NC_20_39	GC_NC_40_59	GC_NC_60_79	GC_NC_80_100	SAMPLE	LIBRARY.1	READ_GROUP	CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	SAMPLE.1	LIBRARY.2	READ_GROUP.1	total	unmap	methyl	unmeth	PCT_THALIANA	THALIANA_BETA	runid	project	miso_id	centre	sample_type	tissue_type
PROJECT_FARSCAPE_4042_88568-M00753	BSgenome.Hsapiens.UCSC.hg19	316052	3093435	3094255	2.462896452	0.423714998	591650798	592024269	28617896	0.914003014	0.255813117	2.694626182	1.656345862	42633	196	30850965	105820	258	25	12	42633	0.847124273	21316	0.715548688	Unknown Library	644	25478	0	4402	21	51	1	0.002384	6482280	All Reads	100	28001	51600	33.070116	0.468772	0.068964	0.448241	1.36052	3.222839	0	NA	NA	NA	FIRST_OF_PAIR	28001	28001	1	0	25866	0.923753	3769265	20574	3001323	2889820	0	0.010993	0.004603	0.000835	146	25478	0.985	0	0.503518	0.050762	0	NA	NA	NA	56002	3758	30	0	0	1	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0063_Cf_U_PE_321_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_94166_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	191929	3982858	3984011	0.996838748	0.23288469	591650798	592024269	28617896	0.914003014	0.255813117	1.090629607	0.9103704	63966	10124	30790889	165896	113	5	1	63966	0.595285835	31983	0.332013255	Unknown Library	567	36962	0	7987	4	13	10	0.000403	227562733	All Reads	100	41239	74491	3.861726	0.242297	0.407925	0.957875	1.054876	0.987921	0.567871	NA	NA	NA	FIRST_OF_PAIR	41239	41239	1	0	37342	0.905502	5437986	33183	4840398	4709167	0	0.006519	0.003538	0.000841	146	36962	0.989824	0	0.501634	0.05808	0.000291	NA	NA	NA	82478	7420	12	50	0	0.193	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0053_Cf_U_PE_331_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_94166-M00753	BSgenome.Hsapiens.UCSC.hg19	195450	2087442	2073664	2.212010043	0.398961924	591650798	592024269	28617896	0.914003014	0.255813117	2.420134298	1.55958353	29355	166	30884161	72624	206	14	8	29355	0.786369717	14677	0.618285234	Unknown Library	415	17103	0	3231	8	14	1	0.00104	11243467	All Reads	100	18926	34621	29.263358	0.582597	0.047446	0.47148	1.424236	2.361614	0	NA	NA	NA	FIRST_OF_PAIR	18926	18926	1	0	17352	0.916834	2528134	14008	2043567	1970227	0	0.009977	0.004458	0.000811	146	17103	0.98565	0	0.496196	0.049652	0	NA	NA	NA	37852	2816	24	0	0	1	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0053_Cf_U_PE_334_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_94762-1_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	193912	4100254	4121293	0.970629051	0.229251314	591650798	592024269	28617896	0.914003014	0.255813117	1.061953884	0.896167158	66372	10854	30781564	175221	94	5	2	66372	0.599704344	33186	0.334993249	Unknown Library	3130	41622	0	12160	10	3	0	0.000185	288717939	All Reads	100	49267	86374	3.188042	0.3284	0.38507	0.970449	1.042859	0.985053	0.41627	NA	NA	NA	FIRST_OF_PAIR	49267	49267	1	1	44552	0.904297	6486621	38909	5675921	5528606	0	0.006672	0.003396	0.000894	146	41622	0.934234	0	0.497755	0.057625	0.000101	NA	NA	NA	98534	9030	12	40	0	0.23	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0054_Cf_U_PE_330_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_94762-1-M00753	BSgenome.Hsapiens.UCSC.hg19	470280	4919356	4932011	2.284933789	0.398939565	591650798	592024269	28617896	0.914003014	0.255813117	2.499919315	1.559496128	68378	405	30785575	171210	363	37	13	68378	0.787693348	34189	0.617616924	Unknown Library	983	40059	0	7523	29	25	3	0.000974	36452172	All Reads	100	44312	81101	33.493036	0.532831	0.054003	0.408418	1.438486	2.860831	0.039116	NA	NA	NA	FIRST_OF_PAIR	44312	44312	1	0	40623	0.916749	5917832	33884	4943038	4764083	0	0.009328	0.004509	0.000861	146	40059	0.986116	0	0.502031	0.051225	0	NA	NA	NA	88624	6540	26	0	0	1	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0054_Cf_U_PE_324_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_95612_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	229890	4713521	4713905	1.012466564	0.234927144	591650798	592024269	28617896	0.914003014	0.255813117	1.107727818	0.918354565	75435	11889	30760725	196060	111	8	1	75435	0.603638669	37717	0.335751258	Unknown Library	673	44265	0	9201	9	14	7	0.000415	139897430	All Reads	100	49202	89203	4.011769	0.100009	0.391296	0.949644	1.057265	1.045649	0.818045	NA	NA	NA	FIRST_OF_PAIR	49202	49202	1	1	44714	0.908784	6509883	39379	5743951	5589489	0	0.007047	0.003727	0.000945	146	44265	0.989958	0	0.505345	0.067067	0	NA	NA	NA	98404	8528	16	58	0	0.216	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0055_Cf_U_PE_332_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_95612-M00753	BSgenome.Hsapiens.UCSC.hg19	298724	3133369	3122766	2.267705279	0.402163486	591650798	592024269	28617896	0.914003014	0.255813117	2.481069804	1.572098766	43764	228	30847295	109490	288	25	9	43764	0.787272764	21882	0.612252624	Unknown Library	670	25986	0	4946	12	20	2	0.000988	18746011	All Reads	100	28794	52642	32.011727	0.684182	0.075403	0.426681	1.449595	2.56259	0.020089	NA	NA	NA	FIRST_OF_PAIR	28794	28794	1	0	26349	0.915086	3837588	21397	3121095	3006978	0	0.010131	0.004772	0.000945	146	25986	0.986223	0	0.500323	0.057539	0	NA	NA	NA	57588	4276	34	4	0	0.894	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0055_Cf_U_PE_318_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_97396-1_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	145746	3077314	3090928	0.964861271	0.231455611	591650798	592024269	28617896	0.914003014	0.255813117	1.055643423	0.904783983	50184	8393	30826673	130112	99	5	1	50184	0.610425656	25092	0.354102248	Unknown Library	414	28703	0	4156	1	11	9	0.000398	205826843	All Reads	100	30988	57820	1.529642	1.298496	0.530242	1.015196	1.000751	0.919853	0.548668	NA	NA	NA	FIRST_OF_PAIR	30988	30988	1	0	28955	0.934394	4218448	25878	3775315	3672714	0	0.00649	0.003565	0.000753	146	28703	0.991297	0	0.498187	0.055978	6.50E-05	NA	NA	NA	61976	3742	8	26	0	0.235	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0068_Cf_U_PE_323_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_97396-1-M00753	BSgenome.Hsapiens.UCSC.hg19	397049	4070759	4107258	2.280995448	0.413367586	591650798	592024269	28617896	0.914003014	0.255813117	2.495610422	1.615896756	57830	398	30814588	142197	396	61	21	57830	0.872338869	28915	0.756951382	Unknown Library	902	33980	0	6082	54	45	3	0.002091	13731964	All Reads	100	37472	68862	27.284105	0.687596	0.079504	0.522617	1.376515	2.306005	0.046069	NA	NA	NA	FIRST_OF_PAIR	37472	37472	1	0	34499	0.920661	5028070	27716	4043584	3901343	0	0.01058	0.004327	0.00075	146	33980	0.984956	0	0.498014	0.050032	2.70E-05	NA	NA	NA	74944	5180	38	0	0	1	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0068_Cf_U_PE_320_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_97795_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	221894	4644391	4642430	0.989356572	0.230815057	591650798	592024269	28617896	0.914003014	0.255813117	1.082443445	0.902279992	74512	12322	30762761	194024	118	7	2	74512	0.597421916	37256	0.335103764	Unknown Library	602	43083	0	4952	6	11	8	0.000323	309228246	All Reads	100	45860	86768	3.168665	0.181129	0.411706	0.966621	1.042562	1.021617	0.475307	NA	NA	NA	FIRST_OF_PAIR	45860	45860	1	0	43492	0.948365	6335481	38951	5681694	5529965	0	0.006515	0.003734	0.000796	146	43083	0.990596	0	0.504943	0.059533	8.70E-05	NA	NA	NA	91720	4350	12	47	0	0.203	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0057_Cf_U_PE_327_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_97795-M00753	BSgenome.Hsapiens.UCSC.hg19	434011	4516472	4525055	2.289016081	0.402651615	591650798	592024269	28617896	0.914003014	0.255813117	2.504385703	1.574006915	62992	401	30799487	157298	407	51	12	62992	0.802832123	31496	0.640051018	Unknown Library	830	36960	0	5018	13	33	6	0.001057	25276534	All Reads	100	39884	74750	32.379822	0.618711	0.056762	0.428404	1.436113	2.679846	0.070734	NA	NA	NA	FIRST_OF_PAIR	39884	39884	1	0	37440	0.938722	5455940	31015	4524511	4356550	0	0.00933	0.004554	0.000817	146	36960	0.987179	0	0.500214	0.05208	5.00E-05	NA	NA	NA	79768	4188	46	2	0	0.958	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0057_Cf_U_PE_316_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_97855-1-M00753	BSgenome.Hsapiens.UCSC.hg19	321324	3297012	3308459	2.343780259	0.40385285	591650798	592024269	28617896	0.914003014	0.255813117	2.564302549	1.578702668	45547	219	30842219	114566	276	31	10	45547	0.800407721	22773	0.634497107	Unknown Library	655	27528	0	6153	9	35	4	0.001418	12209703	All Reads	100	30932	55711	34.725916	0.442007	0.056506	0.399718	1.410383	3.225646	0.056944	NA	NA	NA	FIRST_OF_PAIR	30932	30932	1	1	27909	0.902269	4062616	22671	3306776	3191382	0	0.010158	0.00466	0.001041	146	27528	0.986348	0	0.506181	0.069354	6.50E-05	NA	NA	NA	61864	5498	52	2	0	0.962	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0067_Cf_U_PE_335_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_98100-1_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	175898	3696112	3698994	0.979186893	0.231114643	591650798	592024269	28617896	0.914003014	0.255813117	1.071316919	0.903451103	59680	9656	30802091	154694	86	6	1	59680	0.593188504	29840	0.326556801	Unknown Library	418	33634	0	3626	8	7	4	0.000325	188484938	All Reads	100	35656	67686	2.626485	0.498308	0.432756	0.981541	1.034495	0.948747	0.343728	NA	NA	NA	FIRST_OF_PAIR	35656	35656	1	0	33897	0.950667	4940161	30576	4460763	4341592	0	0.005815	0.00332	0.000663	146	33634	0.992241	0	0.499454	0.048508	0.000112	NA	NA	NA	71312	3208	4	30	0	0.117	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0058_Cf_U_PE_327_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_98100-1-M00753	BSgenome.Hsapiens.UCSC.hg19	377052	3906567	3922097	2.270430196	0.408677508	591650798	592024269	28617896	0.914003014	0.255813117	2.484051103	1.597562754	55173	398	30820305	136480	393	38	10	55173	0.827514286	27586	0.686423735	Unknown Library	729	31990	0	4969	19	37	3	0.001437	15035926	All Reads	100	34839	64709	29.511892	0.685714	0.082492	0.486055	1.414067	2.306859	0.065368	NA	NA	NA	FIRST_OF_PAIR	34839	34839	1	0	32418	0.930509	4725977	26638	3886447	3741550	0	0.009698	0.00431	0.000705	146	31990	0.986797	0	0.494725	0.040387	2.90E-05	NA	NA	NA	69678	4240	34	0	0	1	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0058_Cf_U_PE_322_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_99005_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	187169	3864347	3874746	1.004156512	0.232995254	591650798	592024269	28617896	0.914003014	0.255813117	1.098635887	0.910802609	61925	9938	30796427	160358	119	6	3	61925	0.617457068	30962	0.350630721	Unknown Library	559	35829	0	4041	5	5	5	0.000208	NA	All Reads	100	38129	72217	3.531503	0.137556	0.451103	0.955142	1.050338	1.05135	0.688271	NA	NA	NA	FIRST_OF_PAIR	38129	38129	1	0	36203	0.949487	5273743	32304	4712205	4592169	0	0.006438	0.003537	0.000809	146	35829	0.989669	0	0.497776	0.057477	5.20E-05	NA	NA	NA	76258	3482	0	28	0	0	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0061_Cf_U_PE_324_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_99005-M00753	BSgenome.Hsapiens.UCSC.hg19	377605	3762424	3783967	2.404780151	0.416471242	591650798	592024269	28617896	0.914003014	0.255813117	2.631041816	1.628029269	52167	262	30827952	128833	352	43	10	52167	0.827694119	26083	0.690078024	Unknown Library	729	30799	0	4967	19	32	2	0.001332	15797319	All Reads	100	33647	62327	32.910341	0.461507	0.061491	0.436419	1.383311	3.117528	0.101805	NA	NA	NA	FIRST_OF_PAIR	33647	33647	1	0	31202	0.927334	4546668	25417	3707859	3569478	0	0.010074	0.004637	0.000806	146	30799	0.987084	0	0.503654	0.050478	3.00E-05	NA	NA	NA	67294	4238	30	2	0	0.937	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0061_Cf_U_PE_316_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_99189-1_INPUT-M00753	BSgenome.Hsapiens.UCSC.hg19	201874	4134872	4137103	1.01477923	0.234763623	591650798	592024269	28617896	0.914003014	0.255813117	1.110258078	0.917715346	66091	10417	30784229	172556	106	5	0	66091	0.596252241	33045	0.331332334	Unknown Library	587	39385	0	4707	4	10	5	0.000302	155065313	All Reads	100	42032	79357	4.205021	0.143171	0.341493	0.949832	1.058189	1.044059	0.732895	NA	NA	NA	FIRST_OF_PAIR	42032	42032	1	0	39791	0.946683	5792108	35021	5107567	4973260	0	0.007303	0.004088	0.001004	146	39385	0.989797	0	0.501897	0.078481	2.40E-05	NA	NA	NA	84064	4120	6	32	0	0.157	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0062_Cf_U_PE_324_CM	XYZ	Blood	Medip
PROJECT_FARSCAPE_4042_99189-1-M00753	BSgenome.Hsapiens.UCSC.hg19	420916	4089704	4070697	2.495791588	0.426404618	591650798	592024269	28617896	0.914003014	0.255813117	2.730616364	1.666859866	56030	310	30817376	139409	372	35	12	56030	0.823591883	28015	0.678830978	Unknown Library	808	33774	0	5120	22	45	5	0.001638	14243058	All Reads	100	36738	68356	34.837265	0.418681	0.056064	0.410465	1.384293	3.373808	0.04641	NA	NA	NA	FIRST_OF_PAIR	36738	36738	1	0	34207	0.931107	4982041	27489	4009826	3861947	0	0.010467	0.004784	0.000931	146	33774	0.987342	0	0.498085	0.06255	0	NA	NA	NA	73476	4312	34	0	0	1	190730_M00753_0146_000000000-D6P75	PROJECT_ZED	PROJECT_ZED_0062_Cf_U_PE_317_CM	XYZ	Blood	Medip
H151_1_INPUT_rep2	BSgenome.Hsapiens.UCSC.hg19	126463	2594486	2594230	1.01059041	0.235121302	591650798	592024269	28617896	0.914003014	0.255813117	1.10567514	0.919113551	41574	6668	30847615	109170	66	4	0	41574	0.583890456	20787	0.319429277	Unknown Library	365	22845	0	3539	6	7	2	0.000434	52172650	All Reads	100	24797	46055	3.600696	0.186117	0.398239	0.955936	1.050451	1.055863	0.413308	NA	NA	NA	FIRST_OF_PAIR	24797	24797	1	0	23085	0.930959	3362348	20484	2987969	2908143	0	0.007028	0.004026	0.000852	146	22845	0.989604	0	0.49556	0.063346	0.000363	NA	NA	NA	49594	3174	2	0	0	1	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_329_CM	XYZ	Blood	Medip
H151_1_rep2	BSgenome.Hsapiens.UCSC.hg19	36603	402121	397947	2.166868339	0.386383748	591650798	592024269	28617896	0.914003014	0.255813117	2.370745288	1.510414136	5612	229	30942066	14719	13	0	0	5612	0.578149993	2806	0.305162928	Unknown Library	88	3079	0	666	0	0	0	0	NA	All Reads	100	3456	6246	30.100749	0.252837	0.087651	0.487287	1.273874	3.676952	0	NA	NA	NA	FIRST_OF_PAIR	3456	3456	1	0	3120	0.902778	454468	2609	380520	368792	0	0.008935	0.004715	9.00E-04	146	3079	0.986859	0	0.494872	0.063548	0.000579	NA	NA	NA	6912	578	0	0	0	0	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_339_CM	XYZ	Blood	Medip
H151_2_INPUT_rep2	BSgenome.Hsapiens.UCSC.hg19	114398	2390651	2394453	0.989790616	0.230978222	591650798	592024269	28617896	0.914003014	0.255813117	1.082918328	0.902917822	38398	6382	30855836	100949	48	3	0	38398	0.584112667	19199	0.310437273	Unknown Library	354	21086	0	3104	10	1	1	0.000282	NA	All Reads	100	22815	42526	3.15431	0.176583	0.34116	0.962152	1.045287	1.051704	0.447597	NA	NA	NA	FIRST_OF_PAIR	22815	22815	1	0	21314	0.93421	3104222	18944	2763305	2689266	0	0.006846	0.003822	0.000833	146	21086	0.989303	0	0.495449	0.05874	0.000438	NA	NA	NA	45630	2750	0	0	0	0	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_325_CM	XYZ	Blood	Medip
H151_2_rep2	BSgenome.Hsapiens.UCSC.hg19	84028	742064	739968	2.810175062	0.457572985	591650798	592024269	28617896	0.914003014	0.255813117	3.074579645	1.788700245	9934	46	30931709	25076	58	6	0	9934	0.706653814	4967	0.488134972	Unknown Library	179	5459	0	1091	4	1	1	0.000541	NA	All Reads	100	6094	11097	39.16233	0.252571	0.061668	0.360311	1.301621	4.697186	0.095291	NA	NA	NA	FIRST_OF_PAIR	6094	6094	1	1	5554	0.911388	809065	4366	636927	614238	0	0.010682	0.004722	0.000876	146	5459	0.982895	0	0.486676	0.048267	0	NA	NA	NA	12188	912	0	0	0	0	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_336_CM	XYZ	Blood	Medip
H151_3_INPUT_rep2	BSgenome.Hsapiens.UCSC.hg19	115851	2418753	2404942	0.995904063	0.231678611	591650798	592024269	28617896	0.914003014	0.255813117	1.089606979	0.905655716	38647	6206	30853697	103088	58	3	0	38647	0.588028404	19323	0.309742413	Unknown Library	1661	20514	0	4743	5	3	1	0.000258	105188954	All Reads	100	23716	42689	3.921287	0.378011	0.307817	0.950634	1.063541	0.997088	0.297279	NA	NA	NA	FIRST_OF_PAIR	23716	23716	1	1	22072	0.93068	3214610	19305	2815980	2747064	0	0.00691	0.003567	0.000858	146	20514	0.929413	0	0.500544	0.059541	0.000295	NA	NA	NA	47432	3082	0	0	0	0	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_319_CM	XYZ	Blood	Medip
H151_3_rep2	BSgenome.Hsapiens.UCSC.hg19	137933	1389155	1382479	2.382743185	0.415766869	591650798	592024269	28617896	0.914003014	0.255813117	2.606931431	1.625275801	19232	597	30907801	48984	97	9	2	19232	0.709526123	9616	0.500532687	Unknown Library	263	10486	0	2153	3	4	0	0.000518	13741028	All Reads	100	11694	21235	31.958349	0.247179	0.045117	0.464838	1.291118	3.739909	0.099595	NA	NA	NA	FIRST_OF_PAIR	11694	11694	1	0	10628	0.908842	1548491	8761	1278162	1236647	0	0.009272	0.004474	0.000802	146	10486	0.986639	0	0.498965	0.054745	0.000257	NA	NA	NA	23388	1890	4	0	0	1	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_330_CM	XYZ	Blood	Medip
H151_4_INPUT_rep2	BSgenome.Hsapiens.UCSC.hg19	135690	2754010	2754044	1.02426007	0.237000387	591650798	592024269	28617896	0.914003014	0.255813117	1.120630955	0.926459088	44012	7020	30841244	115541	60	5	0	44012	0.584169345	22006	0.318591632	Unknown Library	404	24259	0	3806	13	11	8	0.000715	98010416	All Reads	100	26364	48922	4.090129	0.215506	0.35533	0.944696	1.061834	1.061217	0.583652	NA	NA	NA	FIRST_OF_PAIR	26364	26364	1	0	24516	0.929904	3570540	21756	3173481	3087937	0	0.007071	0.00396	0.000848	146	24259	0.989517	0	0.502325	0.061968	0.000303	NA	NA	NA	52728	3402	0	0	0	0	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_320_CM	XYZ	Blood	Medip
H151_4_rep2	BSgenome.Hsapiens.UCSC.hg19	131239	1252265	1246461	2.555894055	0.431725837	591650798	592024269	28617896	0.914003014	0.255813117	2.79637377	1.687661064	17059	162	30914059	42726	133	9	3	17059	0.730843616	8529	0.51847697	Unknown Library	247	9251	0	1791	4	2	2	0.000427	NA	All Reads	100	10270	18749	34.732373	0.26437	0.0073	0.406857	1.328955	3.961162	0.16921	NA	NA	NA	FIRST_OF_PAIR	10270	10270	1	0	9390	0.914314	1368555	7591	1107550	1068161	0	0.010012	0.004625	0.000729	146	9251	0.985197	0	0.502023	0.051722	9.70E-05	NA	NA	NA	20540	1544	0	0	0	0	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_326_CM	XYZ	Blood	Medip
H151_5_INPUT_rep2	BSgenome.Hsapiens.UCSC.hg19	149201	3087523	3088778	1.000493269	0.233309488	591650798	592024269	28617896	0.914003014	0.255813117	1.094627976	0.912030979	49544	7812	30826755	130030	81	7	0	49544	0.593549322	24772	0.325283167	Unknown Library	483	27146	0	4607	7	8	5	0.00042	122763266	All Reads	100	29691	54775	3.574465	0.213417	0.347345	0.957584	1.052005	1.030281	0.482668	NA	NA	NA	FIRST_OF_PAIR	29691	29691	1	1	27460	0.924859	3999639	24344	3551180	3452640	0	0.007248	0.004029	0.000833	146	27146	0.988565	0	0.500146	0.062967	0.000337	NA	NA	NA	59382	4124	0	0	0	0	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_323_CM	XYZ	Blood	Medip
H151_5_rep2	BSgenome.Hsapiens.UCSC.hg19	195745	1953354	1950911	2.413761468	0.416551393	591650798	592024269	28617896	0.914003014	0.255813117	2.64086817	1.628342589	26942	215	30889095	67690	196	13	5	26942	0.746864095	13471	0.557649493	Unknown Library	414	14706	0	2426	8	8	2	0.000805	18012399	All Reads	100	16126	29826	33.28978	0.261524	0.059655	0.425584	1.344297	3.611143	0.177269	NA	NA	NA	FIRST_OF_PAIR	16126	16126	1	0	14956	0.927446	2179250	12224	1783323	1717927	0	0.00992	0.004641	0.000777	146	14706	0.983284	0	0.495788	0.05205	0.000124	NA	NA	NA	32252	2012	0	0	0	0	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_327_CM	XYZ	Blood	Medip
H151_6_INPUT_rep2	BSgenome.Hsapiens.UCSC.hg19	138516	2876842	2880924	0.999448455	0.231628327	591650798	592024269	28617896	0.914003014	0.255813117	1.093484856	0.905459149	46044	7292	30835765	121020	71	4	0	46044	0.584141756	23022	0.305446258	Unknown Library	410	25417	0	4584	15	6	6	0.000527	NA	All Reads	100	27914	51244	3.838439	0.19077	0.317853	0.951868	1.055213	1.062769	0.412735	NA	NA	NA	FIRST_OF_PAIR	27914	27914	1	1	25666	0.919467	3737550	22798	3325297	3230522	0	0.007075	0.004018	0.000887	146	25417	0.990298	0	0.5	0.063405	0.000394	NA	NA	NA	55828	4174	0	0	0	0	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_328_CM	XYZ	Blood	Medip
H151_6_rep2	BSgenome.Hsapiens.UCSC.hg19	194880	2422100	2419391	1.858862648	0.348649551	591650798	592024269	28617896	0.914003014	0.255813117	2.033759867	1.362907248	34830	560	30868159	88626	185	18	1	34830	0.713374366	17415	0.497528985	Unknown Library	393	19016	0	2863	11	6	2	0.000599	45185186	All Reads	100	20644	38425	24.773525	0.359966	0.067678	0.537874	1.340076	2.512792	0	NA	NA	NA	FIRST_OF_PAIR	20644	20644	1	1	19239	0.931941	2803398	16304	2378599	2300170	0	0.008766	0.004426	0.000756	146	19016	0.988409	0	0.501689	0.05483	0	NA	NA	NA	41288	2470	2	0	0	1	190604_M00146_0056_000000000-D6DNN	PROJECT_EXTREME	PROJECT_EXTREME_0001_Ct_T_PE_321_CM	XYZ	Blood	Medip
HMC	BSgenome.Hsapiens.UCSC.hg19	117374	1232368	1238793	2.204958122	0.409264721	591650798	592024269	28617896	0.914003014	0.255813117	2.412418874	1.599858231	17685	134	30914566	42219	136	17	5	17685	0.79025773	8842	0.620623457	Unknown Library	524	11418	0	14256	2	2	0	0.000257	32588874	All Reads	100	18808	23360	26.466798	0.439929	0.140622	0.518866	1.358994	2.502903	0.271616	NA	NA	NA	FIRST_OF_PAIR	18808	18808	1	0	11706	0.622395	1693491	8491	1237730	1203061	0	0.014379	0.005018	0.002308	146	11418	0.975397	0	0.494362	0.120038	0.000266	NA	NA	NA	37616	13732	632	10	1.7	0.984	190402_M00753_0110_000000000-D648R	PROJECT_TREBUCHET	PROJECT_TREBUCHET_0004_nn_R_PE_325_CM	XYZ	Blood	Medip
